DateFiled,TallyDate,City,State,RTW,MedianIncome,MinWage,InequalityIndex,UnionMembership,White,Black,Indigenous,Asian,PacificIslander,Other,Mixed,Latino,DemVotes,MarginShift,Immigrant,Address,Status,Case Name,Labor Union,Ballot Type,IsInitial,IsRevised,VotesFor,VotesAgainst,PercentVoters,NumEligibleVoters,success,Case
2/24/2022,5/3/2022,Farmville,VA,1,"33,133.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,,Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,12,3,0.5555555556,27,1,05-RC-291198
2/24/2022,5/10/2022,Jacksonville,FL,1,"55,531.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"1980 San Marco Blvd., Jacksonville, Florida",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,8,1,0.6428571429,14,1,12-RC-291207
2/24/2022,4/29/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"9999 Holman Road NW, Seattle, Washington",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,11,1,0.8571428571,14,1,19-RC-291186
2/25/2022,5/2/2022,Hamilton,NJ,0,"84,684.00",13,0.4782,14.9,0.5185,0.1242,0.0012,0.1015,0.0002,0.0076,0.0312,0.2156,0.57,0.01,22.8,"1081 Whitehorse Road, Hamilton Township, New Jersey",Unionized,Starbucks Corporation,Workers United,Initial,1,0,8,3,0.3928571429,28,1,22-RC-291263
2/25/2022,4/29/2022,Olympia,WA,0,"63,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"315 Cooper Point Road NW, Unit 101, Olympia, Washington",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,19,2,0.7,30,1,19-RC-291290
2/25/2022,5/5/2022,Phoenix,AZ,1,"60,914.00",13,0.4591,5.5,0.5337,0.0443,0.0369,0.0348,0.002,0.0044,0.0373,0.3065,0.49,0.02,13.4,"17405 North 7th Street, Phoenix, Arizona",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,7,6,0.4642857143,28,1,28-RC-291280
2/28/2022,5/5/2022,Eugene,OR,0,"52,689.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"3110 W. 11th Avenue, Eugene, Oregon",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,7,2,0.36,25,1,19-RC-291410
2/28/2022,5/2/2022,Minneapolis,MN,0,"66,068.00",10,0.4434,14.2,0.763,0.0688,0.01,0.0521,0.0005,0.0037,0.0414,0.0606,0.52,0.02,8.6,"4712 Cedar Ave., Minneapolis, Minnesota",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,11,3,0.4516129032,31,1,18-RC-291359
3/1/2022,5/5/2022,Avondale,AZ,1,"67,886.00",13,0.4591,5.5,0.5337,0.0443,0.0369,0.0348,0.002,0.0044,0.0373,0.3065,0.49,0.02,13.4,"10585 West Indian School Road, Avondale, Arizona",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,17,3,0.6666666667,30,1,28-RC-291566
3/1/2022,5/5/2022,Eugene,OR,0,"52,689.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"1115 Valley River Drive, Eugene, Oregon",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,10,3,0.4814814815,27,1,19-RC-291441
3/1/2022,5/2/2022,Summit,NJ,0,"142,845.00",13,0.4782,14.9,0.5185,0.1242,0.0012,0.1015,0.0002,0.0076,0.0312,0.2156,0.57,0.01,22.8,"2 Beechwood Road, Summit, New Jersey",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,7,3,0.5555555556,18,1,22-RC-291520
3/4/2022,5/6/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"4022 Fifth Avenue, Pittsburgh, Pennsylvania",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,10,3,0.2954545455,44,1,06-RC-291724
3/4/2022,5/17/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"555 SW Oak Street, Portland, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,5,0,0.8333333333,6,1,19-RC-291713
3/4/2022,5/17/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"2328 W Burnside Street, #2, Portland, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,7,2,0.6428571429,14,1,19-RC-291715
3/4/2022,5/17/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"2880 SE Powell Boulevard, Portland, Oregon",Unionized,Starbucks Corporation,Workers United,Initial,1,0,14,2,0.6956521739,23,1,19-RC-291712
3/7/2022,5/13/2022,Lakewood,CA,0,"96,487.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"4833 Candlewood Street, Lakewood, California",Unionized,Starbucks Corporation,Workers United,Initial,1,0,24,1,0.7142857143,35,1,21-RC-291844
3/7/2022,5/13/2022,Long Beach,CA,0,"66,410.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"3390 East 7th Street, Long Beach, California",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,13,0,0.5652173913,23,1,21-RC-291847
3/7/2022,5/25/2022,Philadelphia,PA,0,"49,127.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"3400 Civic Center Blvd., Philadelphia, PA",Unionized,Starbucks Corporation,Workers United,Initial,1,0,10,1,0.4230769231,26,1,04-RC-291798
3/8/2022,5/10/2022,Linthicum Heights,MD,0,"93,237.00",13,0.4558,11.6,0.4717,0.2906,0.002,0.0677,0.0004,0.0057,0.0438,0.1181,0.65,0.03,15.1,"1700 W. Nursery Road in Linthicum Heights, Maryland",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,15,2,0.7391304348,23,1,05-RC-291899
3/9/2022,6/9/2022,East Lansing,MI,0,"40,800.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"1141 East Grand River Avenue, East Lansing, Michigan",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,19,0,0.6551724138,29,1,07-RC-292006
3/9/2022,6/9/2022,Flint,MI,0,"30,383.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"3243 Miller Road, Flint, Michigan",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,13,6,0.7307692308,26,1,07-RC-291984
3/9/2022,5/13/2022,Grand Rapids,MI,0,"51,333.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"2480 Burton Street, Southeast, Grand Rapids, Michigan",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United, SEIU",Initial,1,0,15,3,0.6,30,1,07-RC-291974
3/9/2022,4/20/2022,Hialeah,FL,1,"38,471.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"583 W. 49th Street, Hialeah, Florida",Voted Failed,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,12,14,0.7027027027,37,0,12-RC-291975
3/10/2022,4/28/2022,Augusta,GA,1,"43,759.00",7,0.4795,4.4,0.5006,0.306,0.0019,0.0444,0.0006,0.0052,0.0364,0.1049,0.50,0.01,10.1,"228 Robert C. Daniel Jr. Pkwy, Augusta, GA",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,26,5,0.8157894737,38,1,10-RC-292010
3/10/2022,5/19/2022,Colorado Springs,CO,0,"67,719.00",13,0.4548,6.7,0.6513,0.0383,0.0058,0.0338,0.0016,0.0051,0.0452,0.2188,0.55,0.03,9.5,,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,13,0,0.5416666667,24,1,27-RC-292032
3/10/2022,5/19/2022,Denver,CO,0,"72,661.00",13,0.4548,6.7,0.6513,0.0383,0.0058,0.0338,0.0016,0.0051,0.0452,0.2188,0.55,0.03,9.5,,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,4,1,0.1923076923,26,1,27-RC-292041
3/10/2022,5/24/2022,Independence,MO,0,"50,797.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"18710 E 39th St., Independence, MO",Unionized,Starbucks Corporation,Worker's United Chicago & Midwest Regional Joint Board,Initial,1,0,17,3,0.7142857143,28,1,14-RC-292066
3/11/2022,6/10/2022,Austin,TX,1,"75,752.00",7,0.4753,4.1,0.3975,0.1182,0.0029,0.0536,0.001,0.0039,0.0304,0.3926,0.47,0.02,17.2,"504 W. 24th Street, Austin, Texas",Unionized,STARBUCKS CORPORATION,WORKERS UNITED SOUTHWEST REGIONAL JOINT BOARD,Initial,1,0,10,2,0.3529411765,34,1,16-RC-292111
3/11/2022,5/17/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,525 NE,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,9,0,0.4090909091,22,1,19-RC-292093
3/14/2022,5/23/2022,Amherst,NY,0,"80,744.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"5395-5495 Sheridan Drive, Amherst, New York",Unionized,Starbucks Corporation,Workers United,Initial,1,0,6,3,0.36,25,1,03-RC-292127
3/14/2022,4/22/2022,Falls Church,VA,1,"146,922.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,,Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United",Initial,1,0,30,2,0.8888888889,36,1,05-RC-292283
3/14/2022,5/26/2022,Knoxville,TN,1,"41,598.00",7,0.4749,5.5,0.7091,0.1568,0.0022,0.0194,0.0005,0.0035,0.0391,0.0693,0.38,0.02,5.1,"7803 Montvue Center Way, Knoxville, TN",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,13,4,0.5151515152,33,1,10-RC-292148
3/14/2022,5/23/2022,Leesburg,VA,1,"113,933.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"526 East Market Street, Leesburg, Virginia",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,24,1,0.8333333333,30,1,05-RC-292280
3/14/2022,5/10/2022,Miami Springs,FL,1,"65,910.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"52 Curtiss Pkwy., Miami Springs, Florida",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board a/w Service Employees International Union",Initial,1,0,10,3,0.7647058824,17,1,12-RC-292183
3/14/2022,5/27/2022,Murfreesboro,TN,1,"60,683.00",7,0.4749,5.5,0.7091,0.1568,0.0022,0.0194,0.0005,0.0035,0.0391,0.0693,0.38,0.02,5.1,"1144 Fortress Blvd., Murfreesboro, Tennessee",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,12,16,0.7777777778,36,0,10-RC-292155
3/14/2022,5/19/2022,Waban,MA,0,"170,972.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"474 Woodward Street, Waban, MA",Unionized,Starbucks Corporation,Workers United,Initial,1,0,12,0,0.5217391304,23,1,01-RC-292142
3/15/2022,2/9/2023,Colorado Springs,CO,0,"67,719.00",13,0.4548,6.7,0.6513,0.0383,0.0058,0.0338,0.0016,0.0051,0.0452,0.2188,0.55,0.03,9.5,,Open,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Revised,0,1,10,10,0.6896551724,29,0,27-RC-292261
3/15/2022,5/23/2022,Los Angeles,CA,0,"65,290.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"138 South Central Avenue, Los Angeles, California",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,5,0,0.2631578947,19,1,21-RC-292310
3/16/2022,7/22/2022,Cleveland,OH,0,"31,838.00",9,0.4651,12.8,0.7589,0.1235,0.0016,0.0251,0.0004,0.0038,0.0425,0.0442,0.45,0.02,4.8,"11302 Euclid Avenue, Cleveland, Ohio",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/Service Employees International Union",Initial,1,0,11,9,0.8333333333,24,1,08-RC-292577
3/16/2022,5/26/2022,Columbia,SC,1,"48,791.00",7,0.4747,1.7,0.621,0.2479,0.0032,0.0175,0.0006,0.0038,0.037,0.0689,0.43,0.02,5.1,"3009 Millwood Ave., Columbia, South Carolina",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,12,0,0.4444444444,27,1,10-RC-292341
3/16/2022,5/23/2022,Los Alamitos,CA,0,"89,323.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"3575 Katella Avenue, Los Alamitos, California",Voted Failed,Starbucks Corporation,Workers United,Initial,1,0,2,11,0.5652173913,23,0,21-RC-292423
3/16/2022,5/26/2022,Louisville,KY,1,"54,929.00",7,0.4764,7.9,0.8133,0.0794,0.0018,0.0164,0.0008,0.0033,0.0389,0.0461,0.36,0.02,3.8,"12911 Factory Lane, Louisville, Kentucky",Unionized,STARBUCKS CORPORATION,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,19,5,0.5581395349,43,1,09-RC-292370
3/16/2022,6/21/2022,San Antonio,TX,1,"53,420.00",7,0.4753,4.1,0.3975,0.1182,0.0029,0.0536,0.001,0.0039,0.0304,0.3926,0.47,0.02,17.2,"200 E. Houston Street, San Antonio, Texas",Unionized,STARBUCKS CORPORATION,WORKERS UNITED SOUTHWEST REGIONAL JOINT BOARD,Initial,1,0,13,0,0.619047619,21,1,16-RC-292335
3/16/2022,5/27/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"505 5th Ave. S., Seattle, Washington",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,6,3,0.6,15,1,19-RC-292421
3/17/2022,5/31/2022,Oklahoma City,OK,1,"56,456.00",7,0.4739,5.5,0.608,0.0715,0.0788,0.0226,0.0021,0.0034,0.0944,0.1192,0.32,0.02,6,"132 NW 23rd St., Oklahoma",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,15,2,0.5151515152,33,1,14-RC-292446
3/18/2022,6/6/2022,Astoria,NY,0,"82,597.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"30-18 Astoria Blvd, Long Island City, NY",Unionized,Starbucks Corporation,Workers United,Initial,1,0,11,0,0.7857142857,14,1,29-RC-292481
3/18/2022,6/6/2022,Mill Valley,CA,0,"170,946.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"800 Strawberry Village, Mill Valley, California",Voted Failed,Starbucks Corporation,Workers United/Service Employees International Union,Initial,1,0,6,7,0.65,20,0,20-RC-292521
3/18/2022,5/24/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"7001 SE Milwaukie Ave., Portland, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,9,1,0.7692307692,13,1,19-RC-292533
3/18/2022,5/27/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"2344 Eastlake Ave. E, Seattle, Washington",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,12,0,0.8,15,1,19-RC-292503
3/21/2022,6/3/2022,Austin,TX,1,"75,752.00",7,0.4753,4.1,0.3975,0.1182,0.0029,0.0536,0.001,0.0039,0.0304,0.3926,0.47,0.02,17.2,"4400 North Lamar Boulevard, Austin, Texas",Unionized,STARBUCKS CORPORATION,WORKERS UNITED SOUTHWEST REGIONAL JOINT BOARD,Initial,1,0,10,1,0.4074074074,27,1,16-RC-292620
3/22/2022,5/31/2022,Anderson,SC,1,"33,569.00",7,0.4747,1.7,0.621,0.2479,0.0032,0.0175,0.0006,0.0038,0.037,0.0689,0.43,0.02,5.1,"4686 Clemson Blvd., Anderson, SC",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,18,0,0.7826086957,23,1,10-RC-292644
3/22/2022,5/24/2022,Columbus,OH,0,"54,902.00",9,0.4651,12.8,0.7589,0.1235,0.0016,0.0251,0.0004,0.0038,0.0425,0.0442,0.45,0.02,4.8,"88 E. Broad Street, Columbus, Ohio",Unionized,STARBUCKS CORPORATION,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Initial,1,0,8,4,0.9230769231,13,1,09-RC-292683
3/22/2022,5/19/2022,Denver,CO,0,"72,661.00",13,0.4548,6.7,0.6513,0.0383,0.0058,0.0338,0.0016,0.0051,0.0452,0.2188,0.55,0.03,9.5,,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,9,1,0.4166666667,24,1,27-RC-292681
3/22/2022,5/6/2022,Estero,FL,1,"88,803.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"19533 Highland Oaks Dr., Estero, Florida",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,11,21,0.8648648649,37,0,12-RC-292669
3/22/2022,6/22/2022,Kansas City,MO,0,"56,179.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"4101 Main Street, Kansas",Open,Starbucks Corporation,Chicago & Midwest Regional Joint Board - Workers United/SEIU,Initial,1,0,5,4,0.28125,32,1,14-RC-292753
3/22/2022,6/6/2022,Scott,MN,0,"103,261.00",10,0.4434,14.2,0.763,0.0688,0.01,0.0521,0.0005,0.0037,0.0414,0.0606,0.52,0.02,8.6,3704 Silver Lake Rd NE,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,12,5,0.6071428571,28,1,18-RC-292716
3/23/2022,7/20/2022,Boston,MA,0,"76,298.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"627 Tremont Street, Boston, MA",Unionized,Starbucks Corporation,Chicago & Midwest Regional Joint Board - Workers United/SEIU,Revised,0,1,4,0,0.125,32,1,01-RC-292803
3/23/2022,5/26/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"7 Market Square, Pittsburgh, Pennsylvania",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,8,1,0.3913043478,23,1,06-RC-292760
3/23/2022,6/28/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"425 Craig Street, Pittsburgh, Pennsylvania",Unionized,Starbucks Corporation,WORKERS UNITED,Revised,0,1,9,8,0.6296296296,27,1,06-RC-292767
3/24/2022,6/9/2022,Anaheim,CA,0,"76,723.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"131 East Katella Avenue, Unit 10, Anaheim, California",Unionized,Starbucks Corporation,WORKERS UNITED SOUTHWEST REGIONAL JOINT BOARD,Initial,1,0,10,1,0.3928571429,28,1,21-RC-292957
3/24/2022,6/16/2022,Anaheim,CA,0,"76,723.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"1570 South Disneyland Drive, Suite 105, Anaheim, California",Unionized,Starbucks Corporation,WORKERS UNITED SOUTHWEST REGIONAL JOINT BOARD,Initial,1,0,29,15,0.4489795918,98,1,21-RC-292951
3/24/2022,6/9/2022,Oviedo,FL,1,"98,922.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"305 E Mitchell Hammock Rd, Oviedo, Florida",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,24,6,0.7142857143,42,1,12-RC-292836
3/25/2022,6/6/2022,Capitola,CA,0,"81,617.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"1955 41st Avenue, Capitola, CA",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,8,3,0.5238095238,21,1,32-RC-292934
3/28/2022,6/3/2022,Brookline,MA,0,"113,642.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"874 Commonwealth Ave, Brookline, MA",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,10,0,0.2777777778,36,1,01-RC-292965
3/28/2022,6/14/2022,Chicago,IL,0,"62,097.00",12,0.48,13.1,0.5832,0.1386,0.0013,0.0583,0.0002,0.0035,0.0324,0.1824,0.58,0.02,14.1,"2101 W Armitage Ave, Chicago, Illinois",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,15,1,0.5925925926,27,1,13-RC-293064
3/28/2022,6/7/2022,Lawrence,KS,1,"55,598.00",7,0.45,9.8,0.7225,0.0556,0.0075,0.029,0.0011,0.0034,0.0507,0.1302,0.42,0.02,7.2,"1731 W 23rd Street, Lawrence, KS",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,19,3,0.5945945946,37,1,14-RC-293092
3/28/2022,6/7/2022,Tumwater,WA,0,"76,676.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"5300 Capitol Blvd SE, Tumwater, Washington",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,12,3,0.4285714286,35,1,19-RC-293041
3/28/2022,6/3/2022,Westford,MA,0,"161,076.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"174 Littleton Road, Westford, MA",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,11,0,0.3666666667,30,1,01-RC-292964
3/28/2022,6/3/2022,Worcester,MA,0,"56,746.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"11 East Central Street, Worcester, MA",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,14,0,0.358974359,39,1,01-RC-292949
3/29/2022,5/11/2022,Asheville,NC,1,"53,621.00",7,0.4743,2.8,0.6046,0.2019,0.0097,0.0326,0.0007,0.0044,0.039,0.1072,0.49,0.02,7.9,"62 Charlotte Street, Asheville, NC",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,6,11,0.7391304348,23,0,10-RC-293160
3/29/2022,6/9/2022,Chandler,AZ,1,"85,796.00",13,0.4591,5.5,0.5337,0.0443,0.0369,0.0348,0.002,0.0044,0.0373,0.3065,0.49,0.02,13.4,"885 North 54th Street #1, Chandler, Arizona",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,1,9,0.5882352941,17,0,28-RC-293178
3/29/2022,6/7/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"1600 E Olive Way, Seattle, Washington",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,8,0,0.4,20,1,19-RC-293131
3/30/2022,5/17/2022,Latham,NY,0,"93,327.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"1210 Troy Schenectady Road in Latham, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,8,6,0.7368421053,19,1,03-RC-293138
3/30/2022,6/30/2022,Madison,WI,1,"67,565.00",7,0.4391,7.1,0.7863,0.0622,0.0082,0.0296,0.0003,0.003,0.0346,0.0759,0.49,0.02,5.1,"1 E. Main Street, Madison, Wisconsin",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,15,1,0.7272727273,22,1,18-RC-293286
3/30/2022,6/14/2022,Minneapolis,MN,0,"66,068.00",10,0.4434,14.2,0.763,0.0688,0.01,0.0521,0.0005,0.0037,0.0414,0.0606,0.52,0.02,8.6,"5351 Lyndale Ave S, Minneapolis, Minnesota",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,5,6,0.5789473684,19,0,18-RC-293227
